record_id,record_type,need_id,need_rank,need_path,fulfillment_id,fulfillment_class,category_original,category_group_id,page_id,product_node_id,item_name,manufacturer,model_part_number,source_uid,source_vendor,source_record_id,source_url,record_status,availability,recall_class,risk_type,problem,recommended_action,last_updated,archived,catalog_year,historical_price_usd,currency,total_cost,fulfillment_score,value_score,need_match_score,survival_value,durability,risk,evidence_score,evidence,source_language
HC-74133,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-004,product-hc-74133,Canules pour système Excor,,,SRC-HC-RECALLS,Instruments médicaux,74133,https://recalls-rappels.canada.ca/fr/avis-rappel/canules-pour-systeme-excor,Current recall / safety evidence,Safety evidence only — current market availability not established,Type I,Rendement,Rendement,,2023-08-17,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74117,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-004,product-hc-74117,Datascope Cardiosave - Pompes à ballonnet intra-aortique Hybrid et Rescue,,,SRC-HC-RECALLS,Instruments médicaux,74117,https://recalls-rappels.canada.ca/fr/avis-rappel/datascope-cardiosave-pompes-ballonnet-intra-aortique-hybrid-et-rescue,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-08-18,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74125,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-004,product-hc-74125,Système de communication Heartmate Touch,,,SRC-HC-RECALLS,Instruments médicaux,74125,https://recalls-rappels.canada.ca/fr/avis-rappel/systeme-communication-heartmate-touch,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-08-18,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74139,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-004,product-hc-74139,Combolab AltiX,,,SRC-HC-RECALLS,Instruments médicaux,74139,https://recalls-rappels.canada.ca/fr/avis-rappel/combolab-altix,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-08-21,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74221,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-004,product-hc-74221,Tempus Pro - 92512,,,SRC-HC-RECALLS,Instruments médicaux,74221,https://recalls-rappels.canada.ca/fr/avis-rappel/tempus-pro-92512,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-09-01,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74243,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74243,Couteau de forage apical et système d’assistance ventriculaire gauche HeartMate 3,,,SRC-HC-RECALLS,Instruments médicaux,74243,https://recalls-rappels.canada.ca/fr/avis-rappel/couteau-forage-apical-et-systeme-assistance-ventriculaire-gauche-heartmate-3,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-09-08,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74409,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74409,Advanta V12,,,SRC-HC-RECALLS,Instruments médicaux,74409,https://recalls-rappels.canada.ca/fr/avis-rappel/advanta-v12-0,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-10-11,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74427,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74427,Solution d’accès VersaCross Connect LAAC,,,SRC-HC-RECALLS,Instruments médicaux,74427,https://recalls-rappels.canada.ca/fr/avis-rappel/solution-acces-versacross-connect-laac,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-10-16,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74433,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74433,Générateur d’impulsions Emblem S-ICD et Générateur d’impulsions Emblem MRI S-ICD,,,SRC-HC-RECALLS,Instruments médicaux,74433,https://recalls-rappels.canada.ca/fr/avis-rappel/generateur-impulsions-emblem-s-icd-et-generateur-impulsions-emblem-mri-s-icd,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-10-17,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74514,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74514,Système électronique patient CardioMEMS,,,SRC-HC-RECALLS,Instruments médicaux,74514,https://recalls-rappels.canada.ca/fr/avis-rappel/systeme-electronique-patient-cardiomems,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-11-02,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74554,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74554,Safe-T-Vue 10,,,SRC-HC-RECALLS,Instruments médicaux,74554,https://recalls-rappels.canada.ca/fr/avis-rappel/safe-t-vue-10,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Étiquetage et conditionnement (emballage),Étiquetage et conditionnement (emballage),,2023-11-07,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74586,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74586,Système positionneur-aspirateur Acrobat-I,,,SRC-HC-RECALLS,Instruments médicaux,74586,https://recalls-rappels.canada.ca/fr/avis-rappel/systeme-positionneur-aspirateur-acrobat,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-11-16,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74625,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74625,Adaptateur c.a. – LIFEPAK® 15,,,SRC-HC-RECALLS,Instruments médicaux,74625,https://recalls-rappels.canada.ca/fr/avis-rappel/adaptateur-ca-lifepakr-15,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-11-21,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74622,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74622,Moniteur cardiaque implantable LINQ II,,,SRC-HC-RECALLS,Instruments médicaux,74622,https://recalls-rappels.canada.ca/fr/avis-rappel/moniteur-cardiaque-implantable-linq-ii,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-11-21,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74667,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74667,"Sondes, shunts et patchs intravasculaires Synovis",,,SRC-HC-RECALLS,Instruments médicaux,74667,https://recalls-rappels.canada.ca/fr/avis-rappel/sondes-shunts-et-patchs-intravasculaires-synovis,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Étiquetage et conditionnement (emballage),Étiquetage et conditionnement (emballage),,2023-12-01,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74765,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74765,"Stimulateurs cardiaques INGENIO, INLIVEN, INVIVE et VITALIO",,,SRC-HC-RECALLS,Instruments médicaux,74765,https://recalls-rappels.canada.ca/fr/avis-rappel/stimulateurs-cardiaques-ingenio-inliven-invive-et-vitalio,Current recall / safety evidence,Safety evidence only — current market availability not established,Type I,Rendement,Rendement,,2023-12-20,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74772,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74772,Kits d’introducteur inclus dans l’ensemble de pompe Impella et kit d’insertion axillaire,,,SRC-HC-RECALLS,Instruments médicaux,74772,https://recalls-rappels.canada.ca/fr/avis-rappel/kits-introducteur-inclus-dans-ensemble-pompe-impella-et-kit-insertion-axillaire,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Étiquetage et conditionnement (emballage),Étiquetage et conditionnement (emballage),,2023-12-21,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74778,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74778,Q-Stress et Xscribe (version 6 ou ultérieure),,,SRC-HC-RECALLS,Instruments médicaux,74778,https://recalls-rappels.canada.ca/fr/avis-rappel/q-stress-et-xscribe-version-6-ou-ulterieure,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2023-12-21,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74887,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74887,Pompe centrifuge Rotaflow avec revêtement Bioline,,,SRC-HC-RECALLS,Instruments médicaux,74887,https://recalls-rappels.canada.ca/fr/avis-rappel/pompe-centrifuge-rotaflow-avec-revetement-bioline,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Stérilisation,Stérilisation,,2024-01-09,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74926,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74926,Matériel d’hémoconcentration de Maquet,,,SRC-HC-RECALLS,Instruments médicaux,74926,https://recalls-rappels.canada.ca/fr/avis-rappel/materiel-hemoconcentration-maquet,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-01-18,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-74930,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-74930,Système de communication HeartMate Touch™,,,SRC-HC-RECALLS,Instruments médicaux,74930,https://recalls-rappels.canada.ca/fr/avis-rappel/systeme-communication-heartmate-touchtm,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-01-19,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75047,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75047,Gel adhésif conducteur Tensive,,,SRC-HC-RECALLS,Instruments médicaux,75047,https://recalls-rappels.canada.ca/fr/avis-rappel/gel-adhesif-conducteur-tensive,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-02-08,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75056,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75056,Trousse Mini-Stick Max Coaxial Microintroducer,,,SRC-HC-RECALLS,Instruments médicaux,75056,https://recalls-rappels.canada.ca/fr/avis-rappel/trousse-mini-stick-max-coaxial-microintroducer,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-02-09,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75080,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75080,Gaine de guidage Cerebase Da Guide,,,SRC-HC-RECALLS,Instruments médicaux,75080,https://recalls-rappels.canada.ca/fr/avis-rappel/gaine-guidage-cerebase-da-guide,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-02-16,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75117,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75117,Canules vasculaires DLP,,,SRC-HC-RECALLS,Instruments médicaux,75117,https://recalls-rappels.canada.ca/fr/avis-rappel/canules-vasculaires-dlp,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Étiquetage et conditionnement (emballage),Étiquetage et conditionnement (emballage),,2024-02-22,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75160,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75160,Ensemble d’introducteur extensible iSLEEVE™,,,SRC-HC-RECALLS,Instruments médicaux,75160,https://recalls-rappels.canada.ca/fr/avis-rappel/ensemble-introducteur-extensible-isleevetm,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-02-29,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75183,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75183,Systèmes d’assistance ventriculaire gauche Heartmate II™ et Heartmate 3™,,,SRC-HC-RECALLS,Instruments médicaux,75183,https://recalls-rappels.canada.ca/fr/avis-rappel/systemes-assistance-ventriculaire-gauche-heartmate-iitm-et-heartmate-3tm,Current recall / safety evidence,Safety evidence only — current market availability not established,Type I,Rendement,Rendement,,2024-03-06,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75182,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75182,Systèmes Impella,,,SRC-HC-RECALLS,Instruments médicaux,75182,https://recalls-rappels.canada.ca/fr/avis-rappel/systemes-impella,Current recall / safety evidence,Safety evidence only — current market availability not established,Type I,Étiquetage et conditionnement (emballage),Étiquetage et conditionnement (emballage),,2024-03-06,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75204,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75204,"Sonde Flo-Thru, Flo-Rester et sonde vasculaire de Baxter",,,SRC-HC-RECALLS,Instruments médicaux,75204,https://recalls-rappels.canada.ca/fr/avis-rappel/sonde-flo-thru-flo-rester-et-sonde-vasculaire-baxter,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Étiquetage et conditionnement (emballage),Étiquetage et conditionnement (emballage),,2024-03-08,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75219,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75219,Produits Impella,,,SRC-HC-RECALLS,Instruments médicaux,75219,https://recalls-rappels.canada.ca/fr/avis-rappel/produits-impella,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Étiquetage et conditionnement (emballage),Étiquetage et conditionnement (emballage),,2024-03-12,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-73890,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-73890,Impella Cp,,,SRC-HC-RECALLS,Instruments médicaux,73890,https://recalls-rappels.canada.ca/fr/avis-rappel/impella-cp,Current recall / safety evidence,Safety evidence only — current market availability not established,Type I,Compatibilité du matériel,Compatibilité du matériel,,2024-03-20,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75310,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75310,Trousses d’intervention cardiovasculaire de Terumo,,,SRC-HC-RECALLS,Instruments médicaux,75310,https://recalls-rappels.canada.ca/fr/avis-rappel/trousses-intervention-cardiovasculaire-terumo,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-03-28,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75327,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75327,Cathéters d’angiographie Expo,,,SRC-HC-RECALLS,Instruments médicaux,75327,https://recalls-rappels.canada.ca/fr/avis-rappel/catheters-angiographie-expo,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-04-03,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75348,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75348,Trousse d’implantation de DAVG Heartmate 3,,,SRC-HC-RECALLS,Instruments médicaux,75348,https://recalls-rappels.canada.ca/fr/avis-rappel/trousse-implantation-davg-heartmate-3,Current recall / safety evidence,Safety evidence only — current market availability not established,Type I,Rendement,Rendement,,2024-04-05,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75360,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75360,Gaine de guidage Prelude Roadster,,,SRC-HC-RECALLS,Instruments médicaux,75360,https://recalls-rappels.canada.ca/fr/avis-rappel/gaine-guidage-prelude-roadster,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Étiquetage et conditionnement (emballage),Étiquetage et conditionnement (emballage),,2024-04-08,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75378,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75378,Centre d’information IntelliVue,,,SRC-HC-RECALLS,Instruments médicaux,75378,https://recalls-rappels.canada.ca/fr/avis-rappel/centre-information-intellivue,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-04-11,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75379,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75379,Tensiomètre,,,SRC-HC-RECALLS,Instruments médicaux,75379,https://recalls-rappels.canada.ca/fr/avis-rappel/tensiometre,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-04-11,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75406,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75406,Cathéter de thrombectomie en silicone Syntel,,,SRC-HC-RECALLS,Instruments médicaux,75406,https://recalls-rappels.canada.ca/fr/avis-rappel/catheter-thrombectomie-en-silicone-syntel,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-04-18,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75440,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75440,Patch de réparation Peri-Guard et souple Peri-Guard,,,SRC-HC-RECALLS,Instruments médicaux,75440,https://recalls-rappels.canada.ca/fr/avis-rappel/patch-reparation-peri-guard-et-souple-peri-guard,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Étiquetage et conditionnement (emballage),Étiquetage et conditionnement (emballage),,2024-04-24,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75486,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75486,Système de surveillance CARESCAPE,,,SRC-HC-RECALLS,Instruments médicaux,75486,https://recalls-rappels.canada.ca/fr/avis-rappel/systeme-surveillance-carescape,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-05-06,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75492,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75492,Ballonnet de contre-pulsion intra-aortique (BCPIA) Ultra,,,SRC-HC-RECALLS,Instruments médicaux,75492,https://recalls-rappels.canada.ca/fr/avis-rappel/ballonnet-contre-pulsion-intra-aortique-bcpia-ultra,Current recall / safety evidence,Safety evidence only — current market availability not established,Type I,Rendement,Rendement,,2024-05-07,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
HC-75523,product_safety_recall,need-health,7,Health / Medical / Hygiene / Medical Care,need-health-medical-care,Medical Care,Matériel cardiovasculaire,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451,product-category-need-health-medical-care-materiel-cardiovasculaire-65f8f451-page-003,product-hc-75523,Système ComboLab,,,SRC-HC-RECALLS,Instruments médicaux,75523,https://recalls-rappels.canada.ca/fr/avis-rappel/systeme-combolab,Current recall / safety evidence,Safety evidence only — current market availability not established,Type II,Rendement,Rendement,,2024-05-16,False,,,,,,,96,70,,95,100,Health Canada recall / safety notice,French / bilingual source
