archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,on special order cord sets.,English,85,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 12",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,89,,Tapes &,unknown,Waytek,high,10240,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-018,10240,Tapes &,item-cat-003433,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003433,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,12,10240,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,on special order cord sets. Stock No. 10240,62,Tapes &,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-018', 'item-cat-003433']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 25312,English,82,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 95",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,79,,Stock No. 25312 Stock No. 25313,unknown,Waytek,high,25313,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-015,25313,Stock No. 25312 Stock No. 25313,item-cat-003916,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003916,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,95,25313,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 25312 Stock No. 25313,62,Stock No. 25312 Stock No. 25313,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-015', 'item-cat-003916']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,rotates to any angle. Minimum pull Stock No. 21255 Stock No. 21256,English,84,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 97",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,80,,Connectors,unknown,Waytek,high,21257,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-011,21257,Connectors,item-cat-003917,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003917,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,97,21257,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,rotates to any angle. Minimum pull Stock No. 21255 Stock No. 21256 Stock No. 21257,62,Connectors,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-011', 'item-cat-003917']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 21289,English,80,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 97",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,82,,Stock No. 21289,unknown,Waytek,high,21289,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-015,21289,Stock No. 21289,item-cat-003918,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003918,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,97,21289,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 21289,62,Stock No. 21289,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-015', 'item-cat-003918']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 21290,English,78,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 97",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,86,,Stock No. 21290,unknown,Waytek,high,21290,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-015,21290,Stock No. 21290,item-cat-003919,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003919,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,97,21290,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 21290,62,Stock No. 21290,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-015', 'item-cat-003919']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Products,English,80,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 97",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,80,,Stock No. 21291 Products,unknown,Waytek,high,21291,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-015,21291,Stock No. 21291 Products,item-cat-003920,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003920,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,97,21291,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 21291 Products,62,Stock No. 21291 Products,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-015', 'item-cat-003920']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 21293,English,78,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 97",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,87,,Stock No. 21292 Stock No. 21293,unknown,Waytek,high,21292,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-015,21292,Stock No. 21292 Stock No. 21293,item-cat-003921,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003921,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,97,21292,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 21292 Stock No. 21293,62,Stock No. 21292 Stock No. 21293,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-015', 'item-cat-003921']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 21292,English,83,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 97",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,84,,Stock No. 21292 Stock No. 21293,unknown,Waytek,high,21293,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-015,21293,Stock No. 21292 Stock No. 21293,item-cat-003922,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003922,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,97,21293,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 21292 Stock No. 21293,62,Stock No. 21292 Stock No. 21293,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-015', 'item-cat-003922']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 451,English,85,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 98",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,85,,Stock No. 451,unknown,Waytek,high,451,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-017,451,Stock No. 451,item-cat-003923,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003923,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,98,451,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 451,62,Stock No. 451,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-017', 'item-cat-003923']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,may be mated with Stock No. 92002. Color black. Offered in bulk,English,82,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 100",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,83,,Products,unknown,Waytek,high,92001,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-013,92001,Products,item-cat-003924,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003924,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,100,92001,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,"Stock No. 92001, may be mated with Stock No. 92002. Color black. Offered in bulk",62,Products,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-013', 'item-cat-003924']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,to 92003. For flexible surfaces,English,86,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 100",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,79,,& Clips,unknown,Waytek,high,92002,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-006,92002,& Clips,item-cat-003925,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003925,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,100,92002,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,The most universal combination is Stock No. 92002 to 92003. For flexible surfaces,62,& Clips,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-006', 'item-cat-003925']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,"may be mated to itself. For high-strength fastening, the loop type",English,78,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 100",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,84,,Protection,unknown,Waytek,high,92003,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-014,92003,Protection,item-cat-003926,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003926,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,100,92003,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,"Stock No. 92003 may be mated to itself. For high-strength fastening, the loop type",62,Protection,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-014', 'item-cat-003926']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,GFCI protected cord sets will provide Stock No. 10292,English,86,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 101",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,82,,User Attachable Stock No. 10280 Circuit Breaker,unknown,Waytek,high,10270,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-020,10270,User Attachable Stock No. 10280 Circuit Breaker,item-cat-003927,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003927,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,101,10270,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 10270 GFCI protected cord sets will provide Stock No. 10292,62,User Attachable Stock No. 10280 Circuit Breaker,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-020', 'item-cat-003927']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 51300,English,82,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 105",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,85,,Stock No. 51300,unknown,Waytek,high,51300,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-018,51300,Stock No. 51300,item-cat-003928,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003928,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,105,51300,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 51300,62,Stock No. 51300,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-018', 'item-cat-003928']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,0 51400 L1 5140L1 black 51410,English,78,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 105",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,79,,Connectors,unknown,Waytek,high,51301,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-011,51301,Connectors,item-cat-003929,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003929,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,105,51301,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 51301 0 51400 L1 5140L1 black 51410,62,Connectors,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-011', 'item-cat-003929']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,is a replacement roll for Stock No. 51241,English,79,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 106",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,87,,Connectors,unknown,Waytek,high,51239,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-011,51239,Connectors,item-cat-003930,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003930,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,106,51239,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 51239 is a replacement roll for Stock No. 51241,62,Connectors,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-011', 'item-cat-003930']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 51239 is a replacement roll for,English,80,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 106",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,82,,Connectors,unknown,Waytek,high,51241,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-011,51241,Connectors,item-cat-003931,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003931,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,23,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,106,51241,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 51239 is a replacement roll for Stock No. 51241,62,Connectors,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-011', 'item-cat-003931']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 51245,English,80,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 106",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,84,,Stock No. 51245,unknown,Waytek,high,51245,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-018,51245,Stock No. 51245,item-cat-003932,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003932,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,22,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,106,51245,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 51245,62,Stock No. 51245,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-018', 'item-cat-003932']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 51246,English,81,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 106",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,82,,Stock No. 51246,unknown,Waytek,high,51246,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-018,51246,Stock No. 51246,item-cat-003933,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003933,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,106,51246,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 51246,62,Stock No. 51246,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-018', 'item-cat-003933']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,pocket or hooked to belt.,English,82,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 106",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,87,,Cable Ties,unknown,Waytek,high,51247,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-009,51247,Cable Ties,item-cat-003934,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003934,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,106,51247,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,pocket or hooked to belt. Stock No. 51247,62,Cable Ties,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-009', 'item-cat-003934']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 21000 PVC Electrical Tape,English,85,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 108",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,83,,Cable,unknown,Waytek,high,20945,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-008,20945,Cable,item-cat-003935,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003935,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,21,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,108,20945,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,Stock No. 21000 PVC Electrical Tape Stock No. 20945,62,Cable,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-008', 'item-cat-003935']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,suitable for use at no more than 600 Volts and up to 176°F (80°C). Meets UL,English,83,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 108",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,79,,Cable Ties,unknown,Waytek,high,20957,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-009,20957,Cable Ties,item-cat-003936,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003936,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,21,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,108,20957,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,suitable for use at no more than 600 Volts and up to 176°F (80°C). Meets UL Stock No. 20957,62,Cable Ties,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-009', 'item-cat-003936']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,"Rubber electrical tape, 3/4"" x 22'. Good to 600 volts",English,83,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 108",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,79,,Cable,unknown,Waytek,high,21010,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-008,21010,Cable,item-cat-003937,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003937,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,108,21010,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,"For use on electrical splices to insulate and protect. Stock No. 21010 Rubber electrical tape, 3/4"" x 22'. Good to 600 volts",62,Cable,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-008', 'item-cat-003937']",
True,Historical/current mixed,unknown,Automotive Electrical / Connectors,pg-transport-electrical,Automotive Electrical / Connectors,,Stock No. 20976 Products,English,85,"Waytek Automotive Electrical Supplies Catalog 220, PDF page 109",88,high,explicit_part_number,need-transportation-vehicle-electrical,need-transportation-vehicle-electrical,85,,3MTM SPLICING AND SEALING COMPOUNDS,unknown,Waytek,high,20974,need-transportation,90,Transportation / Vehicle Electrical,10,pg-transport-electrical-page-007,20974,3MTM SPLICING AND SEALING COMPOUNDS,item-cat-003938,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-003938,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,22,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Waytek Automotive Electrical Supplies Catalog #220 -- 6acc7f92fc951ed4c0862b279a1aaf4d -- Anna’s Archive.pdf,English,109,20974,Waytek Automotive Electrical Supplies Catalog 220,SRC-0124,,Waytek,"3/4"" x 15' Stock No. 20974 Stock No. 20976 Products",62,3MTM SPLICING AND SEALING COMPOUNDS,,pg-transport-electrical,"['human-consumer', 'human-needs', 'need-transportation', 'need-transportation-vehicle-electrical', 'pg-transport-electrical', 'pg-transport-electrical-page-007', 'item-cat-003938']",
